university_name,program_name,level,intake_year,country_code,entry_qualification_accepted,foundation_required,foundation_providers,language_test,language_minimum_score,language_of_instruction,entrance_exam,entrance_exam_minimum,gpa_minimum,gpa_scale,tuition_per_year,currency,living_cost_estimate_per_year,application_fee,application_deadline,application_portal,documents_required,provenance,source_url,retrieved_at,last_checked,verified_by,notes,requirement_scope,evidence
Zhejiang University,Control Science and Engineering,master,2026,CN,bachelor_degree,,,English proficiency,,English,,,,,36800,CNY,,800,2026-02-28,https://intlstudent.zju.edu.cn/,"Degree, transcripts, language evidence, statement, academic references, passport.",claude-extracted,https://iczu.zju.edu.cn/admissionsen/2024/1030/c68989a2981849/page.htm,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,2026 self-funded deadline; CSC Type B had a separate 2025-12-31 deadline. Required supervisor provisional acceptance. Three-year programme. Numeric language minimum and full living costs remain uncollected.,degree,"[{""url"": ""https://iczu.zju.edu.cn/admissionsen/2024/1030/c68989a2981849/page.htm"", ""fields"": [""entry_qualification_accepted"", ""application_deadline"", ""application_fee"", ""currency""], ""checked_at"": ""2026-09-15"", ""note"": ""2026 international master guide.""}, {""url"": ""https://iczu.zju.edu.cn/_upload/article/files/32/c1/d48dfe1349279755c872b98ce7e1/aae5a919-1f07-4115-bb1c-db41ea36e1b0.pdf"", ""fields"": [""program_name"", ""language_of_instruction"", ""tuition_per_year"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""English programme table: fee is per year; supervisor condition differs by department.""}]"
Zhejiang University,Electronics Science and Technology,master,2026,CN,bachelor_degree,,,English proficiency,,English,,,,,36800,CNY,,800,2026-02-28,https://intlstudent.zju.edu.cn/,"Degree, transcripts, language evidence, statement, academic references, passport.",claude-extracted,https://iczu.zju.edu.cn/admissionsen/2024/1030/c68989a2981849/page.htm,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,2026 self-funded deadline; CSC Type B had a separate 2025-12-31 deadline. Required supervisor provisional acceptance. Three-year programme. Numeric language minimum and full living costs remain uncollected.,degree,"[{""url"": ""https://iczu.zju.edu.cn/admissionsen/2024/1030/c68989a2981849/page.htm"", ""fields"": [""entry_qualification_accepted"", ""application_deadline"", ""application_fee"", ""currency""], ""checked_at"": ""2026-09-15"", ""note"": ""2026 international master guide.""}, {""url"": ""https://iczu.zju.edu.cn/_upload/article/files/32/c1/d48dfe1349279755c872b98ce7e1/aae5a919-1f07-4115-bb1c-db41ea36e1b0.pdf"", ""fields"": [""program_name"", ""language_of_instruction"", ""tuition_per_year"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""English programme table: fee is per year; supervisor condition differs by department.""}]"
UCL,Computer Science,master,2026,GB,bachelor_degree,,,IELTS,7,English,,,,,42700,GBP,,90,2026-03-27,UCL graduate application system,"Degree and transcripts, personal statement, references, language evidence.",claude-extracted,https://www.ucl.ac.uk/prospective-students/graduate/taught-degrees/computer-science-msc,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,Conversion programme: CS/IT and related degrees are not accepted; mathematical preparation is required. UK upper-second degree or overseas equivalent. 2026/27 overseas fee. Deadline is for applicants needing a visa. IELTS 6.5 in every component; components and degree equivalence need review. Living costs not collected.,degree,"[{""url"": ""https://www.ucl.ac.uk/prospective-students/graduate/taught-degrees/computer-science-msc"", ""fields"": [""program_name"", ""entry_qualification_accepted"", ""tuition_per_year"", ""currency"", ""application_fee"", ""application_deadline"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""2026/27 overseas full-time MSc; visa deadline.""}, {""url"": ""https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/english-language-requirements"", ""fields"": [""language_test"", ""language_minimum_score""], ""checked_at"": ""2026-09-15"", ""note"": ""UCL Level 2: IELTS 7 overall with 6.5 in each component.""}]"
UCL,Data Science and Machine Learning,master,2026,GB,bachelor_degree,,,IELTS,7,English,,,,,42700,GBP,,90,2026-03-27,UCL graduate application system,"Degree and transcripts, personal statement, references, language evidence.",claude-extracted,https://www.ucl.ac.uk/prospective-students/graduate/taught-degrees/data-science-and-machine-learning-msc,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,"A highly quantitative degree and calculus, linear algebra, probability and statistics are required. UK upper-second degree or overseas equivalent. 2026/27 overseas fee. Deadline is for applicants needing a visa. IELTS 6.5 in every component; components and degree equivalence need review. Living costs not collected.",degree,"[{""url"": ""https://www.ucl.ac.uk/prospective-students/graduate/taught-degrees/data-science-and-machine-learning-msc"", ""fields"": [""program_name"", ""entry_qualification_accepted"", ""tuition_per_year"", ""currency"", ""application_fee"", ""application_deadline"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""2026/27 overseas full-time MSc; visa deadline.""}, {""url"": ""https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/english-language-requirements"", ""fields"": [""language_test"", ""language_minimum_score""], ""checked_at"": ""2026-09-15"", ""note"": ""UCL Level 2: IELTS 7 overall with 6.5 in each component.""}]"
UCL,Artificial Intelligence and Data Engineering,master,2026,GB,bachelor_degree,,,IELTS,7,English,,,,,42700,GBP,,90,2026-03-27,UCL graduate application system,"Degree and transcripts, personal statement, references, language evidence.",claude-extracted,https://www.ucl.ac.uk/prospective-students/graduate/taught-degrees/artificial-intelligence-and-data-engineering-msc,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,"Relevant computing, software, mathematics, AI or data background is required. UK upper-second degree or overseas equivalent. 2026/27 overseas fee. Deadline is for applicants needing a visa. IELTS 6.5 in every component; components and degree equivalence need review. Living costs not collected.",degree,"[{""url"": ""https://www.ucl.ac.uk/prospective-students/graduate/taught-degrees/artificial-intelligence-and-data-engineering-msc"", ""fields"": [""program_name"", ""entry_qualification_accepted"", ""tuition_per_year"", ""currency"", ""application_fee"", ""application_deadline"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""2026/27 overseas full-time MSc; visa deadline.""}, {""url"": ""https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/english-language-requirements"", ""fields"": [""language_test"", ""language_minimum_score""], ""checked_at"": ""2026-09-15"", ""note"": ""UCL Level 2: IELTS 7 overall with 6.5 in each component.""}]"
Technical University of Munich,Informatics,master,2026,DE,bachelor_degree,,,English proficiency,,English,Aptitude assessment,,,,12000,EUR,,,,TUMonline,"Recognised degree, transcript, language evidence, programme documents; VPD for foreign degrees.",claude-extracted,https://www.tum.de/en/studies/degree-programs/detail/informatics-master-of-science-msc,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,"Annualised from EUR 6000 per semester, excluding semester fees; exemptions may apply. Two-year programme. Relevant degree and aptitude assessment required. Page gives recurring application windows, not a dated 2026 closing date. Application fee and total living costs uncollected.",degree,"[{""url"": ""https://www.tum.de/en/studies/degree-programs/detail/informatics-master-of-science-msc"", ""fields"": [""program_name"", ""entry_qualification_accepted"", ""language_of_instruction"", ""entrance_exam"", ""tuition_per_year"", ""currency"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""Programme page: third-country tuition and assessment; annual amount = two semesters.""}]"
Technical University of Munich,Data Engineering and Analytics,master,2026,DE,bachelor_degree,,,English proficiency,,English,Aptitude assessment,,,,12000,EUR,,,,TUMonline,"Recognised degree, transcript, language evidence, programme documents; VPD for foreign degrees.",claude-extracted,https://www.tum.de/en/studies/degree-programs/detail/data-engineering-and-analytics-master-of-science-msc,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,"Annualised from EUR 6000 per semester, excluding semester fees; exemptions may apply. Two-year programme. Relevant degree and aptitude assessment required. Page gives recurring application windows, not a dated 2026 closing date. Application fee and total living costs uncollected.",degree,"[{""url"": ""https://www.tum.de/en/studies/degree-programs/detail/data-engineering-and-analytics-master-of-science-msc"", ""fields"": [""program_name"", ""entry_qualification_accepted"", ""language_of_instruction"", ""entrance_exam"", ""tuition_per_year"", ""currency"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""Programme page: third-country tuition and assessment; annual amount = two semesters.""}]"
Technical University of Munich,Mathematics in Data Science,master,2026,DE,bachelor_degree,,,English proficiency,,English,Aptitude assessment,,,,12000,EUR,,,,TUMonline,"Recognised degree, transcript, language evidence, programme documents; VPD for foreign degrees.",claude-extracted,https://www.tum.de/en/studies/degree-programs/detail/mathematics-in-data-science-master-of-science-msc,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,"Annualised from EUR 6000 per semester, excluding semester fees; exemptions may apply. Two-year programme. Relevant degree and aptitude assessment required. Page gives recurring application windows, not a dated 2026 closing date. Application fee and total living costs uncollected.",degree,"[{""url"": ""https://www.tum.de/en/studies/degree-programs/detail/mathematics-in-data-science-master-of-science-msc"", ""fields"": [""program_name"", ""entry_qualification_accepted"", ""language_of_instruction"", ""entrance_exam"", ""tuition_per_year"", ""currency"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""Programme page: third-country tuition and assessment; annual amount = two semesters.""}]"
Technical University of Munich,"Robotics, Cognition, Intelligence",master,2026,DE,bachelor_degree,,,German and English proficiency,,German and English,Aptitude assessment,,,,12000,EUR,,,,TUMonline,"Recognised degree, transcript, language evidence, programme documents; VPD for foreign degrees.",claude-extracted,https://www.tum.de/en/studies/degree-programs/detail/robotics-cognition-intelligence-master-of-science-msc,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,"Annualised from EUR 6000 per semester, excluding semester fees; exemptions may apply. Two-year programme. Relevant degree and aptitude assessment required. Page gives recurring application windows, not a dated 2026 closing date. Application fee and total living costs uncollected. Both German and English are required.",degree,"[{""url"": ""https://www.tum.de/en/studies/degree-programs/detail/robotics-cognition-intelligence-master-of-science-msc"", ""fields"": [""program_name"", ""entry_qualification_accepted"", ""language_of_instruction"", ""entrance_exam"", ""tuition_per_year"", ""currency"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""Programme page: third-country tuition and assessment; annual amount = two semesters.""}]"
Istanbul Technical University,Computer Engineering,master,2026,TR,bachelor_degree,,,English proficiency,,Turkish / English (30%),Department assessment,,,,,,,,,ITU graduate application system,"Degree/transcripts, language evidence, statement and references; check department exam requirements.",claude-extracted,https://lee.itu.edu.tr/en/education/graduate-programs,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,"Programme list marks 30% English. Bachelor degree required. Department and international-applicant exam rules need checking. The read pages publish no applicable international tuition, exact deadline, application fee or complete living-cost figure.",degree,"[{""url"": ""https://lee.itu.edu.tr/en/education/graduate-programs"", ""fields"": [""program_name"", ""language_of_instruction""], ""checked_at"": ""2026-09-15"", ""note"": ""Listed MSc programme; 30% English, not fully English.""}, {""url"": ""https://lee.itu.edu.tr/en/prospective-students/graduate-admissions"", ""fields"": [""entry_qualification_accepted"", ""documents_required"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""General graduate admissions; programme-specific international rules still require review.""}]"
Istanbul Technical University,Structural Engineering,master,2026,TR,bachelor_degree,,,English proficiency,,Turkish / English (30%),Department assessment,,,,,,,,,ITU graduate application system,"Degree/transcripts, language evidence, statement and references; check department exam requirements.",claude-extracted,https://lee.itu.edu.tr/en/education/graduate-programs,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,"Programme list marks 30% English. Bachelor degree required. Department and international-applicant exam rules need checking. The read pages publish no applicable international tuition, exact deadline, application fee or complete living-cost figure.",degree,"[{""url"": ""https://lee.itu.edu.tr/en/education/graduate-programs"", ""fields"": [""program_name"", ""language_of_instruction""], ""checked_at"": ""2026-09-15"", ""note"": ""Listed MSc programme; 30% English, not fully English.""}, {""url"": ""https://lee.itu.edu.tr/en/prospective-students/graduate-admissions"", ""fields"": [""entry_qualification_accepted"", ""documents_required"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""General graduate admissions; programme-specific international rules still require review.""}]"
Istanbul Technical University,Chemical Engineering,master,2026,TR,bachelor_degree,,,English proficiency,,Turkish / English (30%),Department assessment,,,,,,,,,ITU graduate application system,"Degree/transcripts, language evidence, statement and references; check department exam requirements.",claude-extracted,https://lee.itu.edu.tr/en/education/graduate-programs,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,"Programme list marks 30% English. Bachelor degree required. Department and international-applicant exam rules need checking. The read pages publish no applicable international tuition, exact deadline, application fee or complete living-cost figure.",degree,"[{""url"": ""https://lee.itu.edu.tr/en/education/graduate-programs"", ""fields"": [""program_name"", ""language_of_instruction""], ""checked_at"": ""2026-09-15"", ""note"": ""Listed MSc programme; 30% English, not fully English.""}, {""url"": ""https://lee.itu.edu.tr/en/prospective-students/graduate-admissions"", ""fields"": [""entry_qualification_accepted"", ""documents_required"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""General graduate admissions; programme-specific international rules still require review.""}]"
Istanbul Technical University,Chemistry,master,2026,TR,bachelor_degree,,,English proficiency,,Turkish / English (30%),Department assessment,,,,,,,,,ITU graduate application system,"Degree/transcripts, language evidence, statement and references; check department exam requirements.",claude-extracted,https://lee.itu.edu.tr/en/education/graduate-programs,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,"Programme list marks 30% English. Bachelor degree required. Department and international-applicant exam rules need checking. The read pages publish no applicable international tuition, exact deadline, application fee or complete living-cost figure.",degree,"[{""url"": ""https://lee.itu.edu.tr/en/education/graduate-programs"", ""fields"": [""program_name"", ""language_of_instruction""], ""checked_at"": ""2026-09-15"", ""note"": ""Listed MSc programme; 30% English, not fully English.""}, {""url"": ""https://lee.itu.edu.tr/en/prospective-students/graduate-admissions"", ""fields"": [""entry_qualification_accepted"", ""documents_required"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""General graduate admissions; programme-specific international rules still require review.""}]"
Istanbul Technical University,Architectural Design,master,2026,TR,bachelor_degree,,,English proficiency,,Turkish / English (30%),Department assessment,,,,,,,,,ITU graduate application system,"Degree/transcripts, language evidence, statement and references; check department exam requirements.",claude-extracted,https://lee.itu.edu.tr/en/education/graduate-programs,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,"Programme list marks 30% English. Bachelor degree required. Department and international-applicant exam rules need checking. The read pages publish no applicable international tuition, exact deadline, application fee or complete living-cost figure.",degree,"[{""url"": ""https://lee.itu.edu.tr/en/education/graduate-programs"", ""fields"": [""program_name"", ""language_of_instruction""], ""checked_at"": ""2026-09-15"", ""note"": ""Listed MSc programme; 30% English, not fully English.""}, {""url"": ""https://lee.itu.edu.tr/en/prospective-students/graduate-admissions"", ""fields"": [""entry_qualification_accepted"", ""documents_required"", ""notes""], ""checked_at"": ""2026-09-15"", ""note"": ""General graduate admissions; programme-specific international rules still require review.""}]"
Carnegie Mellon University,Computer Science,master,2027,US,bachelor_degree,,,English proficiency,,English,,,,,,USD,,100,2026-12-09,SCS graduate application system,"Degree/transcripts, statement, references, CV; programme language/test rules.",claude-extracted,https://www.cs.cmu.edu/education/masters/,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,2027 SCS cycle. Final deadline 15:00 EST; early application USD 80. Programme-specific background and language criteria require review. Applicable annual tuition and living costs not collected. Published admitted-student averages are not admission minima.,degree,"[{""url"": ""https://www.cs.cmu.edu/education/masters/"", ""fields"": [""program_name"", ""entry_qualification_accepted""], ""checked_at"": ""2026-09-15"", ""note"": ""External master programme listed by SCS; departmental background requirements apply.""}, {""url"": ""https://www.cs.cmu.edu/education/graduate-admissions"", ""fields"": [""intake_year"", ""application_deadline"", ""application_fee"", ""currency""], ""checked_at"": ""2026-09-15"", ""note"": ""2027 SCS application cycle; standard final fee.""}]"
Carnegie Mellon University,Machine Learning,master,2027,US,bachelor_degree,,,English proficiency,,English,,,,,,USD,,100,2026-12-09,SCS graduate application system,"Degree/transcripts, statement, references, CV; programme language/test rules.",claude-extracted,https://www.cs.cmu.edu/education/masters/,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,2027 SCS cycle. Final deadline 15:00 EST; early application USD 80. Programme-specific background and language criteria require review. Applicable annual tuition and living costs not collected. Published admitted-student averages are not admission minima.,degree,"[{""url"": ""https://www.cs.cmu.edu/education/masters/"", ""fields"": [""program_name"", ""entry_qualification_accepted""], ""checked_at"": ""2026-09-15"", ""note"": ""External master programme listed by SCS; departmental background requirements apply.""}, {""url"": ""https://www.cs.cmu.edu/education/graduate-admissions"", ""fields"": [""intake_year"", ""application_deadline"", ""application_fee"", ""currency""], ""checked_at"": ""2026-09-15"", ""note"": ""2027 SCS application cycle; standard final fee.""}]"
Carnegie Mellon University,Computer Vision,master,2027,US,bachelor_degree,,,English proficiency,,English,,,,,,USD,,100,2026-12-09,SCS graduate application system,"Degree/transcripts, statement, references, CV; programme language/test rules.",claude-extracted,https://www.cs.cmu.edu/education/masters/,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,,2027 SCS cycle. Final deadline 15:00 EST; early application USD 80. Programme-specific background and language criteria require review. Applicable annual tuition and living costs not collected. Published admitted-student averages are not admission minima.,degree,"[{""url"": ""https://www.cs.cmu.edu/education/masters/"", ""fields"": [""program_name"", ""entry_qualification_accepted""], ""checked_at"": ""2026-09-15"", ""note"": ""External master programme listed by SCS; departmental background requirements apply.""}, {""url"": ""https://www.cs.cmu.edu/education/graduate-admissions"", ""fields"": [""intake_year"", ""application_deadline"", ""application_fee"", ""currency""], ""checked_at"": ""2026-09-15"", ""note"": ""2027 SCS application cycle; standard final fee.""}]"
